Product_ID,Product_Name,Customer_ID,Customer_Name,Customer_Age,Gender,Country,Quantity,Total_Purchase_Amount,Profit_or_Loss,Date_of_Purchase,Mode_of_Purchase,Ratings,Product_Type,Month_of_Purchase,Year_of_Purchase
KG3WOJOM,Sweater,6281489.0,Aarav Anderson,33.0,Male,Mexico,2.0,2327.68,-156.6,2020-02-03,In-Person,7.3,Tops,February,2020.0
VIKMV5L1,Crop Top,1449602.0,Lucas Kumar,26.0,Male,Russia,1.0,1422.51,1776.39,2025-10-13,Online,6.3,Tops,October,2025.0
AGJD35YM,Crop Top,9721692.0,Emma Johnson,23.0,Male,Italy,2.0,2978.18,25.12,2018-08-02,Online,7.7,Tops,August,2018.0
T3UIZO7R,Shorts,160610.0,Olivia Anderson,32.0,Female,Italy,4.0,3027.98,583.01,2019-02-16,Online,3.3,Bottoms,February,2019.0
5HNQDI20,Skirt,3165468.0,Ethan Lee,64.0,Male,Mexico,5.0,3584.3,-294.68,2018-11-06,Online,7.0,Bottoms,November,2018.0
BOOTSEA6,Skirt,228075.0,Lucas Smith,30.0,Male,Mexico,4.0,3703.87,-293.73,2024-04-08,In-Person,7.6,Bottoms,April,2024.0
F73F73H4,Jeans,4424448.0,Lucas Johnson,22.0,Other,Brazil,2.0,2288.45,1066.19,2022-06-07,Online,3.9,Bottoms,June,2022.0
RALWJEUK,Chinos,7829121.0,Noah Taylor,26.0,,France,5.0,3263.94,906.61,2020-11-08,Online,,Bottoms,November,2020.0
OMAG8KA1,Saree,4632222.0,Mia Johnson,55.0,Male,Russia,5.0,3267.25,738.91,2021-01-28,In-Person,8.8,Dresses,January,2021.0
2142K5LC,T-shirt,2325430.0,Liam Lee,36.0,Other,Australia,4.0,1666.25,876.25,2019-08-01,In-Person,1.1,,August,2019.0
U7NEWUG0,Chinos,1404449.0,Mia Sharma,37.0,Other,UK,5.0,1103.44,-465.21,2018-08-22,In-Person,2.1,Bottoms,August,2018.0
T8MPUJBO,T-shirt,817849.0,Mia Sharma,16.0,Female,Sweden,1.0,4274.59,562.32,2024-01-17,Online,1.4,Tops,January,2024.0
BZRXW0AR,T-shirt,4003704.0,Ethan Smith,54.0,Female,Australia,1.0,3810.47,-212.11,2025-07-03,Online,8.0,Tops,July,2025.0
T59AKNU5,Blazer,6269356.0,Amelia Johnson,29.0,Female,UK,1.0,3430.35,582.07,2021-12-16,In-Person,1.2,Tops,December,2021.0
A909DCM6,Hoodie,9345364.0,Aarav Taylor,20.0,Male,Australia,5.0,2173.51,93.11,2019-08-06,In-Person,1.0,Tops,August,2019.0
NUTBIV51,Gown,576345.0,Liam Patel,52.0,Male,UAE,4.0,1960.33,588.7,2025-06-24,Online,3.9,Dresses,June,2025.0
B2773USQ,Shirt,6034424.0,Sophia Brown,46.0,Other,Mexico,2.0,1182.51,1758.61,2023-02-17,In-Person,2.6,Tops,February,2023.0
YF4QFRM9,Sweater,418964.0,Ethan Brown,60.0,Female,France,3.0,4676.39,647.77,2023-06-08,In-Person,4.4,Tops,June,2023.0
2Z5GD2LX,Hoodie,6719810.0,Amelia Patel,32.0,Other,Norway,2.0,3501.53,1754.99,2024-07-26,In-Person,2.9,Tops,,2025.0
SI7PAXC6,Shirt,6500065.0,Amelia Anderson,53.0,Male,Sweden,1.0,3266.89,1284.79,2025-01-05,Online,1.4,Tops,January,2025.0
SBFG125D,Overcoat,3051128.0,Ethan Kumar,33.0,Female,Norway,1.0,2134.93,-240.24,2021-10-26,In-Person,3.4,Tops,October,2021.0
BIY7646Y,Gown,4624984.0,Liam Patel,40.0,Female,Netherlands,2.0,4233.07,1915.71,2022-08-23,Online,8.2,Dresses,August,2022.0
XYBFKT18,Skirt,263006.0,Olivia Patel,49.0,Male,Switzerland,1.0,497.51,226.9,2025-10-10,In-Person,3.2,Tops,October,2025.0
KMHUZHK0,Gown,7865668.0,Liam Wilson,62.0,Female,Canada,2.0,2507.48,-333.71,2024-07-18,Online,8.4,Dresses,October,2023.0
TPF7R9T2,Tracksuit,1209952.0,Liam Kumar,18.0,Female,Italy,3.0,2378.5,856.66,2021-08-22,Online,6.0,Bottoms,August,2021.0
MGY3ZLC3,Shorts,1409383.0,Olivia Smith,26.0,Female,Canada,4.0,2706.68,890.35,2018-07-23,In-Person,2.5,Bottoms,July,2018.0
X88TJHPO,Jeans,9366143.0,Noah Anderson,17.0,Female,India,2.0,696.37,986.42,2024-05-27,Online,5.8,Bottoms,May,2024.0
CPMEPDDS,Jeans,2956494.0,Mia Brown,18.0,Other,Russia,5.0,893.56,1583.63,2024-08-04,Online,1.0,Bottoms,August,2024.0
V4HENVO9,Tracksuit,5317649.0,Liam Sharma,58.0,Female,Italy,2.0,3201.02,318.23,2022-06-25,In-Person,8.6,Bottoms,June,2022.0
B4CJ4DU0,Shirt,1773748.0,Sophia Taylor,29.0,Female,Singapore,1.0,4947.97,-351.84,2024-08-26,In-Person,4.9,Tops,August,2024.0
I54QBQDM,Kurti,3242204.0,Lucas Kumar,61.0,Other,Italy,4.0,3667.0,390.37,,In-Person,5.8,Dresses,April,2024.0
4EFVNOBD,Blazer,2619845.0,Aarav Sharma,46.0,Male,Sweden,5.0,2783.89,-248.83,2025-12-07,Online,4.0,Tops,December,2025.0
NYS6KA34,Skirt,5302501.0,Aarav Brown,26.0,Other,,3.0,927.65,1885.93,2024-11-06,In-Person,5.0,Bottoms,November,2024.0
6AZ1MATB,,1570735.0,Isabella Kumar,49.0,Male,Canada,5.0,538.15,211.0,2025-01-17,Online,1.6,Dresses,January,2025.0
338W19HH,Leggings,1480780.0,Emma Johnson,15.0,Other,Canada,3.0,4578.92,637.87,2020-06-09,Online,1.7,Bottoms,November,2020.0
FUTCQI09,Trousers,5447713.0,Ethan Sharma,45.0,Female,Russia,3.0,3088.93,744.58,2023-12-08,Online,2.4,Bottoms,December,2023.0
O41TWR98,Jeans,6032461.0,Emma Wilson,51.0,Female,Spain,1.0,4777.3,,2018-03-02,In-Person,3.6,Bottoms,March,2018.0
X75H9SGK,Overcoat,3743069.0,Lucas Brown,50.0,Female,UAE,2.0,915.0,-139.05,2018-05-07,Online,3.8,Tops,May,2018.0
TM8N5PRL,Tracksuit,9009133.0,Noah Taylor,15.0,Female,Norway,4.0,4241.81,-14.72,2020-11-17,In-Person,5.9,Bottoms,November,2020.0
I30MON4S,Saree,426608.0,Lucas Kumar,51.0,Other,China,3.0,1275.58,264.91,2024-02-18,In-Person,9.2,Dresses,February,2024.0
AVRYMUX3,Floral Dress,104068.0,Ethan Lee,50.0,Other,Canada,4.0,1489.86,947.42,2019-01-26,In-Person,1.7,Dresses,February,2019.0
0EMQHNC6,Skirt,3497090.0,Ethan Smith,49.0,Female,Russia,2.0,4351.21,1008.98,2018-06-09,In-Person,1.8,Bottoms,June,2018.0
FP85FJ2Z,Blazer,8171108.0,Amelia Patel,34.0,Male,India,4.0,530.84,922.64,2018-07-25,Online,9.7,Tops,July,2018.0
HR70Y91D,Saree,305707.0,Ethan Johnson,32.0,Other,Sweden,5.0,4453.57,940.54,2023-12-22,Online,6.8,Dresses,December,2023.0
9RV0134U,Skirt,9537655.0,Olivia Smith,28.0,Female,Singapore,5.0,933.88,-189.2,2021-09-09,In-Person,9.7,Bottoms,September,2021.0
VR4WCRZU,Sweater,985510.0,Isabella Kumar,46.0,Other,South Africa,2.0,516.81,-157.71,2021-04-06,In-Person,7.1,Tops,April,2021.0
GMLHXSXK,Shorts,6030179.0,Isabella Sharma,45.0,Female,Sweden,5.0,1407.16,1065.78,2022-08-11,Online,3.1,Bottoms,August,2022.0
FVEF6062,Hoodie,3469579.0,Amelia Patel,65.0,Female,Mexico,2.0,3988.4,821.81,2018-11-21,Online,5.6,Dresses,November,
1KBUDTRF,Shorts,4237263.0,Aarav Patel,47.0,Male,UAE,1.0,3222.78,839.86,2018-09-16,In-Person,9.7,Bottoms,September,2018.0
GQKOJ2E6,Chinos,9935168.0,Emma Sharma,60.0,Male,UAE,5.0,4956.68,901.65,2018-03-18,In-Person,2.7,Bottoms,March,2018.0
98P41V36,Floral Dress,1561678.0,Emma Smith,44.0,Female,Italy,3.0,698.59,416.65,2022-01-23,In-Person,5.1,Dresses,January,2022.0
P6HNDA6I,Shorts,8182891.0,Olivia Kumar,24.0,Male,China,5.0,2262.4,1649.45,2025-05-09,In-Person,4.0,Bottoms,May,2025.0
PAO2JHPJ,Jacket,9797035.0,Liam Wilson,50.0,Other,UAE,2.0,769.21,1191.96,2023-04-12,Online,2.9,Dresses,,2023.0
DIEL3D15,Trousers,338833.0,Emma Brown,65.0,Female,China,3.0,254.13,633.53,2020-11-09,Online,3.0,Bottoms,June,2020.0
QK9CBDGV,Kurti,5200293.0,Sophia Lee,29.0,Male,Netherlands,5.0,3558.18,1843.57,2020-01-14,Online,7.5,Dresses,January,2020.0
S2R420KP,Tank Top,1178330.0,Aarav Sharma,24.0,Male,UK,5.0,3136.28,-149.96,2022-06-21,In-Person,3.5,Tops,June,2022.0
JPIH41G1,Chinos,7272039.0,Sophia Sharma,32.0,Other,Spain,1.0,3901.73,1760.36,2020-08-20,Online,7.9,Bottoms,August,2020.0
2K6W5ELE,Chinos,814632.0,Amelia Brown,63.0,Male,Mexico,1.0,1006.28,1479.01,2025-12-19,In-Person,2.8,Bottoms,December,2025.0
YQJX1REU,Shorts,4584998.0,Liam Taylor,52.0,Other,Germany,5.0,3406.86,1661.06,2025-05-04,Online,9.4,Bottoms,May,2025.0
TQ5WVZB4,T-shirt,5836884.0,Noah Johnson,56.0,Male,Singapore,,3897.76,1583.35,2021-04-24,Online,9.1,Tops,April,2021.0
VSA75ZTN,Shorts,5050078.0,Lucas Brown,24.0,Female,Germany,3.0,628.61,1994.48,2022-03-14,Online,7.2,Bottoms,March,2022.0
E2GFVGC9,Shorts,1889811.0,Mia Wilson,24.0,Other,Japan,3.0,370.88,921.97,2021-12-16,In-Person,7.9,Bottoms,December,2021.0
TE3A3GOM,Saree,7574587.0,Mia Smith,48.0,Other,Spain,4.0,1930.48,1331.73,2019-07-23,Online,6.0,Dresses,July,2019.0
GOMORNP2,Gown,3920461.0,Emma Smith,63.0,Male,Japan,5.0,,486.36,2023-07-27,In-Person,5.1,Dresses,July,2023.0
H9G3BAFE,Kurti,3384048.0,Emma Anderson,28.0,Male,Switzerland,2.0,1504.97,-357.04,2018-07-07,In-Person,2.1,Dresses,July,2018.0
AWITA8A7,Blazer,9879695.0,Liam Johnson,48.0,Male,Germany,4.0,1707.38,1754.13,2018-06-18,In-Person,1.7,Tops,June,2018.0
HO2JQPRT,Crop Top,4483324.0,Emma Kumar,30.0,Male,Denmark,4.0,1841.74,1482.84,2020-02-19,In-Person,8.0,Bottoms,February,2020.0
KYFTDTZV,Skirt,9832318.0,Liam Kumar,32.0,Other,UK,3.0,4911.95,1782.71,2021-03-13,Online,7.8,Bottoms,March,2024.0
OAZWC1N9,Blazer,4877246.0,Sophia Taylor,38.0,Male,China,4.0,,1198.49,2021-04-04,In-Person,9.1,Tops,April,2021.0
AKRWX54Q,Floral Dress,6981867.0,Ethan Kumar,60.0,Female,Singapore,5.0,346.2,1062.15,2021-06-17,In-Person,5.9,Dresses,June,2021.0
GUYVIGIN,Jeans,5010875.0,Ethan Brown,52.0,Female,Australia,4.0,1257.05,528.5,2022-07-25,In-Person,2.0,Bottoms,March,2021.0
ETXZMXUR,Tank Top,5146572.0,Amelia Patel,29.0,Male,Denmark,2.0,1835.87,127.81,2023-05-06,Online,8.8,Tops,December,2023.0
0MASFB9Z,Tracksuit,8517107.0,Noah Patel,35.0,Female,China,4.0,2514.18,596.27,2023-10-06,,7.1,Bottoms,October,2023.0
VSE9RDEO,Kurti,3783127.0,Amelia Taylor,45.0,Female,France,,652.19,42.47,2022-04-02,Online,3.9,Dresses,April,2022.0
SO99WXEM,Saree,808681.0,,55.0,Male,India,5.0,308.46,32.01,2020-12-15,In-Person,6.0,Dresses,December,2020.0
ANH4SEST,Gown,2855599.0,Lucas Johnson,60.0,Female,Germany,3.0,2429.36,1204.59,2025-06-03,Online,4.6,Dresses,June,2025.0
HFO0QJ34,Trousers,2490794.0,Isabella Sharma,59.0,Female,China,5.0,1534.22,1994.81,2018-12-15,Online,6.9,Bottoms,December,2018.0
GHHHAFAK,Crop Top,5825214.0,Lucas Johnson,38.0,Other,Germany,4.0,2548.52,-7.37,2021-12-04,Online,2.4,Tops,December,2021.0
PJ0LP47C,Jacket,5165900.0,Mia Taylor,52.0,Female,France,5.0,1317.24,1633.77,2018-04-25,Online,2.1,Tops,April,2018.0
HRFJUK4T,Leggings,6154932.0,Isabella Lee,48.0,Other,Italy,1.0,306.74,1619.44,2025-03-06,In-Person,5.1,Bottoms,November,2025.0
XF5ETYLE,Sweater,8097799.0,Aarav Brown,65.0,Other,Netherlands,5.0,2167.12,282.02,2019-09-14,Online,9.0,Tops,September,2019.0
TV4QZFJM,Kurti,1615701.0,Noah Johnson,39.0,Other,Singapore,2.0,2794.97,771.1,2022-01-26,In-Person,4.5,Dresses,January,2022.0
M1HDJH3M,Tracksuit,6096604.0,Isabella Wilson,45.0,Female,China,5.0,4496.0,246.8,2019-03-25,Online,5.4,Bottoms,March,2019.0
1YB7PY7L,Jacket,6285947.0,Emma Wilson,50.0,Male,Australia,1.0,4785.51,894.94,2025-05-17,In-Person,7.6,Tops,May,2025.0
TKI4F8PQ,Overcoat,689259.0,Aarav Kumar,35.0,Female,Australia,3.0,1755.65,1668.86,2021-12-16,Online,3.8,Bottoms,December,2021.0
428W5V9P,Overcoat,6627442.0,Sophia Brown,62.0,Male,Switzerland,2.0,3748.99,363.12,2023-11-10,In-Person,5.0,Tops,November,2023.0
DZX33079,Tracksuit,2352145.0,Lucas Taylor,25.0,Female,UK,2.0,2604.7,1740.03,2018-09-22,Online,1.6,Bottoms,September,2018.0
QPX8GE9D,Hoodie,6503396.0,Isabella Wilson,53.0,Other,Brazil,2.0,1328.26,-239.39,2019-12-28,In-Person,4.9,Tops,December,2019.0
NMIXC6ZS,Blazer,7404600.0,Mia Patel,19.0,Other,Norway,2.0,3039.93,101.41,2022-06-14,In-Person,2.1,Tops,June,2022.0
9BRYXR9Z,Shirt,1530401.0,Emma Kumar,51.0,Female,Japan,1.0,2040.36,1704.04,2019-06-25,In-Person,1.8,Tops,June,2019.0
UI129GR2,Crop Top,6831524.0,Emma Sharma,64.0,Female,Argentina,2.0,1664.28,1487.3,2019-01-08,In-Person,7.4,Tops,February,2020.0
7J1T9Z1Y,Jacket,5097849.0,Aarav Lee,55.0,Male,,5.0,3231.3,425.99,2021-09-28,Online,10.0,Tops,September,2021.0
Y6C2ERBU,Shorts,6058442.0,Noah Lee,65.0,Female,Denmark,4.0,3870.4,1951.73,2020-06-04,In-Person,6.2,Bottoms,June,2020.0
1BUB6S9Z,Trousers,3626709.0,Noah Brown,34.0,Female,Russia,2.0,2854.7,969.97,2023-11-14,In-Person,9.5,Bottoms,November,2023.0
0VTPW3NV,Blazer,6195011.0,Isabella Smith,23.0,Other,Brazil,4.0,1785.54,218.95,2020-02-18,In-Person,7.9,Tops,March,2020.0
IBWYCIUK,Leggings,8635414.0,Liam Lee,47.0,Male,Netherlands,5.0,1699.02,1108.41,2018-01-05,Online,7.7,Tops,January,2018.0
6J9KB0EK,Skirt,2729503.0,Amelia Kumar,,Other,Japan,5.0,1497.59,354.85,2024-03-27,Online,5.1,Bottoms,April,2024.0
B7F2INZ4,Crop Top,506528.0,Olivia Smith,53.0,Other,Germany,3.0,201.66,-239.4,2018-05-20,Online,2.0,Tops,May,2018.0
N2MO2U16,Tracksuit,3988916.0,Aarav Anderson,53.0,Male,South Africa,3.0,2790.04,-460.3,2021-03-19,In-Person,8.7,Bottoms,March,2021.0
Q0MBNV0Q,Shorts,310578.0,Sophia Anderson,47.0,Male,Mexico,5.0,4620.27,1902.62,2022-01-22,In-Person,5.0,Bottoms,January,2022.0
FW3PBZOZ,Chinos,4363775.0,Amelia Taylor,52.0,Female,Singapore,2.0,2568.55,375.27,2020-09-07,In-Person,4.6,Bottoms,September,2020.0
ESZ0R0KQ,Trousers,8057415.0,Isabella Wilson,48.0,Other,India,3.0,1345.89,1594.76,2025-11-21,Online,3.6,Dresses,November,2025.0
NEMWVHB8,T-shirt,301773.0,Amelia Anderson,33.0,Other,China,3.0,2909.66,1171.14,2024-01-08,Online,5.9,Tops,January,2024.0
VPGL9Z68,Jeans,1092869.0,,53.0,Male,Singapore,5.0,906.74,1765.86,2024-08-07,In-Person,1.2,Bottoms,August,2024.0
5S2KA9VP,Shirt,9549847.0,Liam Wilson,44.0,Female,Singapore,4.0,4351.39,1320.53,2025-06-02,Online,7.1,Tops,June,2025.0
A6PKK848,Blazer,955578.0,Liam Brown,61.0,Other,Norway,2.0,4943.22,894.18,2025-05-08,Online,3.1,Bottoms,May,2025.0
6ST8XTE2,Jeans,1932561.0,Sophia Lee,26.0,Female,Argentina,2.0,3032.24,958.67,2020-05-01,Online,7.2,Bottoms,May,2019.0
59WYWPVY,Jacket,7698826.0,Liam Lee,22.0,Other,Italy,3.0,4745.56,860.58,2020-03-15,In-Person,9.0,Tops,March,2020.0
BW12FU4U,Floral Dress,2317211.0,Emma Taylor,16.0,Other,Switzerland,4.0,3675.12,-30.16,2023-10-05,In-Person,4.5,Dresses,October,2023.0
P7EYSNJY,Jacket,4698359.0,Mia Sharma,48.0,Other,Japan,1.0,2055.82,,2025-07-24,In-Person,1.7,Tops,July,
MYRLI62A,Jeans,3006068.0,,49.0,Female,Japan,2.0,3700.81,26.07,2018-07-16,In-Person,7.8,Bottoms,July,2018.0
T6I75RJB,T-shirt,7822289.0,Isabella Brown,21.0,Female,Norway,2.0,1785.75,1001.63,2022-09-24,Online,8.1,Tops,September,2022.0
I6ESR7WO,Tank Top,5412649.0,Ethan Taylor,41.0,Male,Switzerland,2.0,4091.11,1341.38,2025-08-26,Online,2.8,Tops,August,2025.0
08PLGJ7C,Skirt,3250668.0,Noah Smith,15.0,Male,Denmark,4.0,1220.61,59.87,2024-04-16,In-Person,8.3,Bottoms,April,2024.0
DA3QN4MF,Chinos,1382603.0,Sophia Wilson,27.0,Other,USA,2.0,4461.7,931.8,2018-01-23,Online,4.2,Bottoms,January,2018.0
6NFYB17K,Tracksuit,3701190.0,Emma Brown,60.0,Female,Germany,4.0,2467.44,1028.52,2025-05-21,In-Person,6.5,Bottoms,May,2025.0
02O6W1HH,Overcoat,6362724.0,Isabella Sharma,29.0,Female,France,1.0,3661.9,231.76,2025-11-03,In-Person,8.1,Tops,November,2025.0
A7N5HN3R,Jacket,2815627.0,Isabella Taylor,18.0,Female,Sweden,3.0,4247.19,-327.49,2025-06-26,In-Person,2.9,Tops,June,2025.0
HHND4VNW,Shorts,6166495.0,Amelia Patel,49.0,Male,Switzerland,4.0,922.0,-3.28,2020-09-20,Online,4.8,Bottoms,September,2022.0
DXOT9VXQ,Gown,6790447.0,Mia Anderson,27.0,Male,Russia,1.0,2119.58,1628.92,2022-01-09,Online,6.4,Dresses,January,2022.0
85MDJ5AZ,Hoodie,1289522.0,Aarav Taylor,34.0,Male,Singapore,4.0,1583.01,876.85,2020-04-10,In-Person,1.4,Tops,April,2020.0
BHUQ1CNA,Crop Top,9430462.0,Isabella Kumar,48.0,Male,Italy,1.0,,514.98,2022-10-18,Online,8.2,Tops,October,2022.0
KGEYK46V,Sweater,2517176.0,,32.0,Female,Norway,1.0,3989.57,-430.94,2025-07-24,Online,1.7,Tops,July,2025.0
EM9EDA1O,Jeans,8731970.0,Amelia Kumar,,Female,Mexico,4.0,1164.16,-259.16,2018-05-01,Online,2.1,Bottoms,May,2018.0
UL22WUTG,Floral Dress,7026465.0,Liam Wilson,44.0,Female,Germany,1.0,1182.74,-188.5,2022-08-26,In-Person,6.7,Dresses,August,2022.0
MDAHHJWL,Sweater,2889349.0,Lucas Wilson,64.0,Other,South Africa,3.0,3546.5,-486.25,2025-08-15,In-Person,10.0,Tops,August,2025.0
FUVMIWZ4,Sweater,9058971.0,Ethan Kumar,27.0,Female,Switzerland,5.0,3227.99,-230.54,2018-10-10,Online,5.1,Tops,October,2018.0
5Y8GK5XC,Tank Top,6957821.0,Olivia Johnson,29.0,,UK,5.0,3075.06,-452.05,2018-11-11,Online,6.6,Tops,November,2018.0
M7X6KKM2,Blazer,6979669.0,Olivia Taylor,48.0,Other,Japan,3.0,848.55,523.51,2023-07-07,Online,2.9,Bottoms,July,2023.0
EVJMVJ2Z,Jeans,3197474.0,Noah Lee,,Other,Italy,1.0,1226.4,1790.78,2021-04-27,In-Person,3.0,Bottoms,April,2025.0
DPIH6MTW,Hoodie,7724307.0,Lucas Brown,47.0,Female,Argentina,5.0,553.38,1894.7,2023-03-02,In-Person,1.4,Tops,September,2018.0
SZE3U6VT,Skirt,3278555.0,Sophia Taylor,39.0,Female,USA,2.0,2072.47,1257.54,2021-10-24,In-Person,7.9,Bottoms,October,2021.0
NLTF3LDP,Saree,1974059.0,Ethan Lee,54.0,Other,Germany,4.0,975.06,1340.56,2021-04-25,,7.4,Dresses,April,
6GZ6YCG6,Saree,7619638.0,Mia Johnson,62.0,Male,Mexico,5.0,581.12,1932.78,2018-10-25,In-Person,7.8,Dresses,October,2018.0
1DKMRPDR,Overcoat,2036861.0,Amelia Wilson,40.0,Other,Norway,4.0,2264.15,-376.63,2023-12-18,In-Person,5.2,Tops,December,2023.0
HM8W8IZ9,Trousers,2890868.0,Liam Patel,64.0,Male,,3.0,3702.38,1709.93,2022-04-24,,6.2,Bottoms,April,2022.0
B2LOZ9AZ,Kurti,4855427.0,Noah Wilson,63.0,Other,Singapore,3.0,563.85,970.5,2024-02-11,Online,9.7,Dresses,February,2024.0
FN8N1M2P,Crop Top,6875082.0,Amelia Wilson,44.0,Other,Denmark,1.0,2879.19,955.85,,Online,8.2,Tops,March,2019.0
M3XD8J2J,Jacket,4460547.0,Liam Smith,40.0,Female,UK,4.0,3743.35,378.07,2019-07-04,Online,3.6,Tops,July,2019.0
NWQXWEDA,Hoodie,129761.0,Isabella Sharma,25.0,Female,Australia,1.0,2240.04,715.99,2024-01-08,In-Person,6.5,Tops,January,2024.0
NTU8XLP6,Chinos,7801016.0,Emma Taylor,48.0,Male,Switzerland,2.0,1601.23,,2023-03-10,Online,9.5,Bottoms,March,2023.0
DCJKVMVU,Blazer,3758759.0,Mia Taylor,60.0,Other,Argentina,5.0,4544.79,1035.29,2019-02-05,Online,4.3,Tops,February,2019.0
RJYMKIFS,Shorts,5283825.0,Olivia Taylor,19.0,Male,Mexico,1.0,4902.61,509.83,2022-05-19,Online,7.0,Bottoms,June,2018.0
IZCIF0J3,Leggings,9428483.0,Lucas Patel,50.0,Other,Germany,1.0,1578.3,373.85,2020-10-21,Online,5.8,Bottoms,October,2020.0
7D6QMURY,Kurti,4236491.0,Sophia Taylor,19.0,Female,USA,3.0,3717.22,109.45,2024-08-16,In-Person,9.8,Dresses,August,2024.0
AM1IRS9Y,Tank Top,2577205.0,Mia Johnson,61.0,Female,UAE,4.0,3130.24,1104.23,2020-04-11,Online,6.7,Tops,April,2020.0
C4F510SC,Tracksuit,1614568.0,Emma Johnson,24.0,Other,Germany,4.0,3274.52,-443.48,2025-07-26,In-Person,3.5,Bottoms,July,
,Leggings,8340438.0,Olivia Anderson,20.0,Male,Denmark,4.0,2813.32,730.57,2025-10-18,Online,2.5,Bottoms,October,2025.0
DXE9K8NC,Saree,8480131.0,Emma Sharma,56.0,Female,Russia,1.0,3451.17,1005.72,2021-06-15,In-Person,1.6,Dresses,June,2021.0
66U91ZQF,,3541424.0,Emma Sharma,15.0,Female,Russia,1.0,4826.45,-39.86,2019-03-13,Online,8.9,Tops,March,2019.0
545CWVRH,Saree,5807663.0,Isabella Smith,34.0,Other,China,5.0,1512.22,536.17,2018-01-12,Online,4.4,Dresses,January,2018.0
XQT3WU8V,Kurti,5445506.0,Noah Brown,20.0,Other,Spain,1.0,2273.17,1762.4,2018-05-25,In-Person,3.9,Dresses,May,2018.0
B50JR5HO,Skirt,681066.0,Olivia Smith,33.0,Male,Germany,4.0,3300.73,773.96,2022-04-26,,3.1,Bottoms,April,2022.0
FHPHCQD5,Skirt,6642583.0,Sophia Anderson,52.0,Other,Brazil,1.0,3187.97,1687.93,2023-10-19,In-Person,7.2,Bottoms,October,2023.0
30ZML1F6,Saree,6207273.0,Sophia Johnson,56.0,Female,Mexico,1.0,4738.31,596.04,2019-07-25,In-Person,8.8,Dresses,July,2019.0
5DKWVW0X,Jeans,3755269.0,Emma Anderson,64.0,Female,Switzerland,2.0,4597.34,,2022-08-28,Online,4.5,Bottoms,August,2022.0
EK3QT710,Crop Top,8786353.0,Sophia Anderson,65.0,Male,Italy,3.0,4332.96,1411.19,2021-08-20,Online,1.4,Tops,August,2021.0
874IX15X,Kurti,4596844.0,Ethan Brown,57.0,Female,Canada,1.0,648.64,-190.77,2021-01-05,In-Person,2.3,Dresses,January,2021.0
7BUHP6U6,Overcoat,8276721.0,Mia Wilson,34.0,Male,France,1.0,2907.53,1309.38,2023-06-04,Online,5.7,Tops,June,2023.0
N4QKNOOT,Shirt,6682821.0,Sophia Anderson,34.0,Female,Australia,5.0,3523.21,731.65,2019-07-15,In-Person,4.2,Tops,July,2019.0
FQUUARH8,Floral Dress,7950585.0,Emma Brown,27.0,Female,Australia,4.0,2344.55,1831.99,2025-05-28,Online,3.2,Dresses,May,2025.0
83QEY09M,Shorts,9454067.0,Sophia Taylor,24.0,Female,Australia,2.0,2000.95,1270.23,2019-11-09,Online,5.5,Bottoms,November,2019.0
UUYL2N3O,Floral Dress,5917625.0,Lucas Anderson,38.0,Other,Netherlands,3.0,1189.0,185.26,2023-04-04,In-Person,7.1,Dresses,April,2023.0
KN6CJHHQ,Floral Dress,8032134.0,Noah Wilson,35.0,Other,South Africa,3.0,4231.66,-288.53,2021-05-23,In-Person,4.8,Dresses,May,2021.0
5LQZWQ9U,Chinos,6346013.0,Isabella Sharma,63.0,Other,South Africa,2.0,2807.37,,2025-04-27,In-Person,3.0,Bottoms,April,2025.0
WEUMR4MQ,Overcoat,8747363.0,Lucas Lee,55.0,Female,USA,5.0,2573.46,-376.99,2018-09-07,In-Person,8.9,Tops,September,2018.0
QVL9YWLB,Blazer,1311727.0,Noah Wilson,25.0,Male,Singapore,3.0,1326.68,246.49,2023-11-23,In-Person,5.7,Tops,November,2023.0
S0FW6NWB,T-shirt,9299404.0,Olivia Johnson,30.0,Female,China,5.0,1197.4,1776.5,2025-11-28,In-Person,9.3,Tops,November,2025.0
3UWMGVMX,Shirt,8229224.0,Noah Patel,36.0,Other,India,1.0,2443.01,1525.25,2019-04-11,In-Person,9.2,Tops,April,2019.0
2Q7MCCET,Leggings,6381704.0,Isabella Smith,31.0,Male,Mexico,2.0,2651.19,545.32,2018-06-13,In-Person,8.7,Bottoms,June,2018.0
3ZVFHY05,Trousers,1552338.0,Olivia Sharma,54.0,Male,USA,2.0,276.59,1364.8,2023-02-14,In-Person,8.9,Bottoms,February,2023.0
VP5MNXT4,Floral Dress,9706885.0,Amelia Lee,26.0,Other,China,4.0,2446.59,-317.83,2025-12-17,In-Person,8.2,Dresses,December,2025.0
8JPJ67ZO,Jacket,7832115.0,Emma Johnson,48.0,Female,Sweden,3.0,3727.51,1712.17,2019-11-06,Online,1.1,Tops,November,2019.0
ZREP762I,Sweater,1820658.0,Noah Sharma,16.0,Female,Japan,3.0,2077.18,340.23,2020-10-02,Online,4.0,Tops,October,2020.0
VHLB5GBA,Kurti,3392758.0,Emma Smith,53.0,Female,Argentina,2.0,4279.76,1932.0,2025-07-17,In-Person,6.7,Dresses,July,2025.0
